https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762341&source=FromEntityResult&isSeries%20=%20false,11762341,Ant Land Bookkeeping,Fictitious Name,10/26/2024,,,Anthony  Isom,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762326&source=FromEntityResult&isSeries%20=%20false,11762326,ASCENDACY ENTERPRISES,Fictitious Name,10/26/2024,,,Willie James Kheperu,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11761952&source=FromEntityResult&isSeries%20=%20false,11761952,ATIASE CONSULTING LLC,Limited Liability Company,10/25/2024,"5510 Cherokee Ave, 300 1362, Alexandria, VA, 22312 - 2320, USA",22312,ZENBUSINESS INC.,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11761968&source=FromEntityResult&isSeries%20=%20false,11761968,binkstack LLC,Limited Liability Company,10/25/2024,"8401 MAYLAND DR STE S, Richmond, VA, 23294, USA",23294,Registered Agents Inc.,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762283&source=FromEntityResult&isSeries%20=%20false,11762283,Black Diamondz n Pearlz LLC,Limited Liability Company,10/26/2024,"3022 Barton Ave, Richmond, VA, 23222, USA",23222,Ebony L  Allende,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762044&source=FromEntityResult&isSeries%20=%20false,11762044,"Blue Mountain Investments - Specialty, LLC",Limited Liability Company,10/25/2024,"1324 Keezletown Rd, Weyers Cave, VA, 24486 - 2319, USA",24486,Gary G.  Blosser,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762052&source=FromEntityResult&isSeries%20=%20false,11762052,Blue Ridge Beauties,Fictitious Name,10/25/2024,,,Teresa Anderson Harver,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762086&source=FromEntityResult&isSeries%20=%20false,11762086,Brown & Mena Skincare LLC,Limited Liability Company,10/25/2024,"1700 Kraft Dr Ste 2000, Blacksburg, VA, 24060 - 6829, USA",24060,Jeffery K.  Mitchell,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762113&source=FromEntityResult&isSeries%20=%20false,11762113,BSP Custom Carpentry,Fictitious Name,10/25/2024,,,Bryce  Poulin,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11761903&source=FromEntityResult&isSeries%20=%20false,11761903,Byerly Coffee Company LLC,Limited Liability Company,10/25/2024,"3629 W Old Mountain Rd, Louisa, VA, 23093 - 6103, USA",23093,Amber    Byerly,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762065&source=FromEntityResult&isSeries%20=%20false,11762065,CapCol Ventures LLC,Limited Liability Company,10/25/2024,"440 Monticello Ave # 718492 Ste 1802, Norfolk, VA, 23510 - 2670, USA",23510,John Antonio  Ray,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762029&source=FromEntityResult&isSeries%20=%20false,11762029,Capitol Vision Consulting LLC,Limited Liability Company,10/25/2024,"4010 Ironbound Rd # Q2, Williamsburg, VA, 23188 - 2508, USA",23188,Brian    Briggs-O'Leary,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11761850&source=FromEntityResult&isSeries%20=%20false,11761850,CAREYUHOMEVA LLC,Limited Liability Company,10/25/2024,"7521 Rhododendron Trl, Roanoke, VA, 24018 - 5381, USA",24018,DOUGLAS C  SHAFFNER,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762152&source=FromEntityResult&isSeries%20=%20false,11762152,14440 Sommerville LLC,Limited Liability Company,10/25/2024,"8401 MAYLAND DR STE S, Richmond, VA, 23294, USA",23294,Registered Agents Inc.,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762097&source=FromEntityResult&isSeries%20=%20false,11762097,Aligned Animal Rehab and Fitness LLC,Limited Liability Company,10/25/2024,"1401 S Main St, Danville, VA, 24541 - 4083, USA",24541,ZENBUSINESS INC.,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762086&source=FromEntityResult&isSeries%20=%20false,11762086,Brown & Mena Skincare LLC,Limited Liability Company,10/25/2024,"1700 Kraft Dr Ste 2000, Blacksburg, VA, 24060 - 6829, USA",24060,Jeffery K.  Mitchell,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762152&source=FromEntityResult&isSeries%20=%20false,11762152,14440 Sommerville LLC,Limited Liability Company,10/25/2024,"8401 MAYLAND DR STE S, Richmond, VA, 23294, USA",23294,Registered Agents Inc.,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762097&source=FromEntityResult&isSeries%20=%20false,11762097,Aligned Animal Rehab and Fitness LLC,Limited Liability Company,10/25/2024,"1401 S Main St, Danville, VA, 24541 - 4083, USA",24541,ZENBUSINESS INC.,N/A
https://cis.scc.virginia.gov/EntitySearch/BusinessInformation?businessId=11762152&source=FromEntityResult&isSeries%20=%20false,11762152,14440 Sommerville LLC,Limited Liability Company,10/25/2024,"8401 MAYLAND DR STE S, Richmond, VA, 23294, USA",23294,Registered Agents Inc.,N/A
